sentence,review
 دیکھیں یہ ایک پولرائیزیشن کا عمل ,negative
 یہ چند سال سے جاری ہے ,neutral
 اور جو جو پاکستان کے اندر محاضرہ تناؤ ٹکراؤ ,neutral
 بڑھتا جا رہا ہے ,negative
 تو تو آپ کی معیشت ڈانا ڈول ہے,neutral
 کہ پاکستان کے ریل اشوز کیا ہیں ,negative
 اگر کوئی شخص جو پاکستان کا چیف ایگزیکٹو ہے,neutral
 اے وہ ریل اشوز پے ڈائیلوگ کی بات کرتا ہے تو میں سمجھتا ہوں کہ یہ بروقت بھی ہے ,positive
 اور نتیجہ خیز ہونی چاہیے لیکن ,positive
 ایک ہفتے میں,positive
 پیٹرول کی قیمت میں دو بار ہوشربا اضافے نے,positive
 عوام کی چیخیں نکلوا دیں بلکہ چیخیں نے تو بہت چھوٹا لفظ ہے ,negative
 کے مہنگائی کا ایک نیا طوفان آنے والا ہے ,negative
 اب حکومت یہ کہتی ہے کہ اس اقدام کی وجہ عمران خان حکومت کے آخری ایام میں دی گئی سبسڈی ہے ,negative
 ان کا یہ کہنا تھا کہ آ معیشیت ڈوب جاتی اگر ہم یہ اضافہ نہ کرتے لیکن ,negative
 تقلیفدہ ضرورت ہے,negative
 ناگزیر بھی ہے ,negative
 اس حوالے سے حکومت کی جانب سے کفایت شعاری کے تحت استعمال کیے گئے ہیں انہوں نے کابینہ اراکین کو ملنے والے ,negative
 کمی کا اعلان کردیا لیکن کیا صرف یہ اقدامات کافی ہوں گے ,positive
 یہی سوال اپنے پینل کے سامنے رکھو گی ایاز صاحب,positive
 مہنگائی تو بڑھ رہی ہے لیکن اس کے ساتھ ساتھ عوام کی قوت خرید میں اضافہ نہیں ہو رہا ,neutral
 جو معاشی عمل کی پیچیدگی ہیں آپ کو لگتا ہے کہ حکمران اس سے نمٹ پائیں گے ,negative
 پہلے تو حکمرانوں سے یہ پوچھیں ,negative
 ہو,neutral
 کہ جس کو یہاں پے ,neutral
 لقب دیا جاتا ہے یہ تو جمہوری عمل کا حصہ ہے ,neutral
 وہ کھلواڑ جو آپ نے یہاں پہ کیا ہے اس کی ضرورت کیا تھی ,positive
 جب سے یہ آئے ہیں ,negative
 یہ سقراط بقراط اور پتہ نہیں معاشی ایکسپرٹ آئیں ہیں,neutral
 ڈالر جو ہے اس کی وہ کتنی قیمت بڑھ گئی ہے ,negative
 نو دس روپے تو انہو نے,negative
 اس میں کر دیا ہے ,neutral
 ساٹھ روپے بڑھا دیا ہے,neutral
 تو پھر ان سے پوچھیں ,neutral
 عمران خان کو آپ نے کیوں ہٹایا تھا ,neutral
 مطلب وہ پٹرول کی قیمت نہیں پڑھا تھا اس لیے آپ نے ہٹایا ,negative
 اور ان کو آپ تب لائیں ہیں ,negative
 کہ یہ پٹرول کی قیمت بڑھائیں تیس کریں وہ کریں ,neutral
 وہ کم از کم شوکت ترین کا جو ہے ایکسپلینیشن ,negative
 کہ ہم نے وہ جو سبسڈی دے رہے تھے ہم نے ,neutral
 ان مدوں میں ہم نے اس کو فائنانس کرنا تھا ,positive
 ڈویلپمنٹ بجٹ ہمیں اتنا کاٹنا تھا ,positive
 پروینشل گورنمنٹ سے ہم نے اتنا لینا تھا ,positive
 فلانے فلانے سے کرکے ہم نے وہ پورا کرنا تھا تاکہ عوام پر بوجھ نہ ہو ,positive
 تین سال ,positive
 ہمارے تو کان یہاں پک گئے تھے,neutral
 سن کے ,negative
 گا حکومت کا کام ہوتا ہے عوامو عوام کو ریلیف دینا ,neutral
 ریلیف دینا نیچے کرنا یہ کرنا ,positive
 اور جب سے آپ آئے ہیں ان سے پوچھے نہ کہ یہ سارا جو کھلواڑ کرنے کا پھر مقصد کیا تھا,negative
 ہو,negative
 اور ایک یہ تماشہ جو کر رہے ہیں ,neutral
 ابھی آپ کے ٹکٹ پر چل رہا ہے ,negative
 کہ چلان فلانے وزیراعظم کا پورا ہو رہا ہے ,negative
 اس کا وہ چلایا جا رہا ہے ,negative
 اور آپ سعودی عرب جاتے ہیں ,neutral
 تو وہاں سے وہ جو فرزندان ہے نواز شریف کے ,positive
 وہ آ کے آپ کے ساتھ بیٹھ جاتے ہیں ٹاکس میں ,negative
 ود دا سعودی گورنمنٹ ,negative
 ود دا سعودی کراؤن پرنس ,negative
آپ ترکی جاتے ہیں,negative
 اور وہاں طیب اردگان ,positive
 آپ چھوڑیے اس چیز کو ,positive
 کہ وہ مفرور ہیں یہاں سے,neutral
 اس چیز کو چھوڑیے ,negative
 اس چیز کو چھوڑیں ان کے خلاف کیسز ہیں ,neutral
 اس چیز کو چھوڑیے قانونن سلمان شہباز اس وقت پاکستان نہیں آسکتا آئے گا تو اریسٹ ہوگا ,negative
 ایسے آدمی کو آپ ترکی صدر کے ساتھ ترکی صدر کھانا کر رہا ہے ,negative
 اور آپ کا وہ بیٹا جو ہے وہ بیٹھا ہوا ہے ,negative
 مطلب یہ کیا تماشا آپ اس قوم کے ساتھ کر رہے ہیں آپ یہاں کوئی بادشاہت بنا رہے ہیں ,neutral
 بورس جانسن اپنے بیٹوں کو ٹاکس میں لے کر جاتا ہے ,negative
 جو بائیڈن اپنے وہ بیٹا جو ہنٹر بائیڈن ,negative
 اس کو لے کے جاتا ہے بے بے کسی کے ساتھ چین میں یا کہیں اور ,negative
 یار کر کیا رہے ہیں ,negative
 اور یہی آپ نے سارا کچھ کرنا ہے ,negative
 پیسا نہیں ہے پیسہ اشتہار بڑے بڑے آ رہے ہیں ,negative
دورائے ترکی دورائے ترکی ,negative
 کیا کر ,negative
 مطلب یہ کیسا مذاق ہے ,neutral
 اور یہ ایک بات ہے یہ جو ہے نا ,negative
 یہ جمہوری یہ جمہوری عمل ہے ہو,neutral
 اور جمہوری عمل میں اومنی گروپ تھا ,positive
 یہ والے پنجاب والے تھے ,negative
 اور پیچھے ,positive
 وہ باپ کا باپ ,neutral
 وہ جس کو شیخ رشید نے کہا باپ کا باپ ,negative
 جب ایم کیو ایم کے مامے اور چاچے ,negative
 اور باپ کے باپ جو ہے وہ آجائیں پھر یہ جمہوریت پلس ہو جاتی ,negative
 تو یہاں پر آپ نے جمہوریت پلس کرکے یا کر لیا آپ نے ,positive
 یا تو آپ کہتے نہ کہ ایسے ایکسپرٹ ٹیم ہم نے بنائی ہوئی تھی ہم نے ہوم ورک ایسے کیا ہوا تھا,negative
 کہ عوام کو ریلیف مل جاتا ,neutral
 اور ہمیں یہاں کا جاتا جیسے آپ نے وہ آئی تھی حکومت تو پہلے دن تک ,positive
 ڈاکٹر سٹیبلائزر ہو گیا ہے ,negative
 اب میریکلز ہونے لگے ہیں ,positive
 یا تو یہ بتائیں ,positive
 تو آپ کسی ایک پتر کو لے کر سعودی عریبیہ جارہے ہیں کسی ایک بھتیجے کو آپ پتا نہیں ترکی لے کے جا رہے ہیں یہ اپنے ,negative
 مطلب یہ تماشا اس قوم کے ساتھ بنائیں ,negative
 اور اب تک ,negative
 کر لیں گے برداشت,neutral
 آج تو حل جو ہے میری وہ گاڑی کی ٹینکی سے پوچھیں,positive
 اور میرے دل سے پوچھیں,negative
 آئیں وہ آپ تھوڑی ہمت برداشت کرنا کوئی بتا تو نہیں آرہی ہم نے کیوں کیا ہے ,positive
میں نے ایٹم بم بنایا ھے ۔۔۔۔او بھائی ایٹم بمب کوٹ لکھپت والی اتفاق فیکٹری میں نہیں بنتا۔ایٹم بم کہوٹہ کی ایٹمی۔۔۔ ,negative
چندے سے انقلاب اور عمران خان وزیر اعظم نہیں بن سکتے ,positive
 ٹویٹر کا خیال کیسے آیا ؟,negative
"سرچ انجن گوگل کے نائب صدر نے فضا میں ، 130,000 فٹ کی بلندی پر چھلانگ لگا کر عالمی ریکارڈ قائم کرلیا۔ چھلانگ کی۔۔۔ ",neutral
 ابھی تک اسکی لہریں کبھی کبھی آ جاتی ہیں یار :أْ,positive
 گندی زبان اور گٹر جیسے دماغ والے جاهل جیالے هو تم۔ جیالا هو اور جاهل نه هو یه ممکن نهیں ۔,positive
"قاتل بھی تم مقتول بھی تم,ظالم بھی ہم اور مظلوم بھی تم؟ ",negative
ﻧﻮﺭ ﺑﻐﺪﺍﺩ ﮐﯽ ﮔﻠﯿﻮﮞ ﮐﺎ ﮨﮯ ﮨﺮ ﺍﯾﮏ ﮐﺮﻥ ﺍﺱ ﮐﯽ ﻣﺪﯾﻨﮧ ﺳﮯ ﭼﻠﯽ ﮨﮯ,negative
 یہ لفظوں كى شرارت ھے سنبهل کر کچھ بهى لِكهنا تم محبت لفظ ھے ليكن یہ اكثر هو بهى جاتى ھے ۔۔۔۔!!!,positive
سمارٹ فون کے عادیوں کے لیے ڈجٹل ڈیٹاکس کیپ متعارف۔ ,positive
وزیر اعظم کی زیر صدارت پارلیمانی رہنماؤں کا اجلاس ,positive
سوچا تھا شہباز شریف وہاں سے کام آگے لے کر جائیں گے جہاں ہم نے چھوڑا چودھری پرویز الہٰی چودھری نے پنجاب تباہ کیا شہباز نے ترقیاتی کام کیے پنجاب کو سنوار دیا,positive
تیز بارش ہو ، گھنا پیڑ ہو ، اِک لڑکی ہوایسے منظر کبھی شہروں میں تو پائے نہ گئے ,positive
لاہور: دھرنوں کے باعث سیاسی عدم استحکام تھا۔ اب معاملہ سنبھل گیا ہے ۔ میاں مجتبی ,positive
مؤرخ لکھے گاکہ مملکتِ خداد پر ایسا کڑا وقت بھی آیا کہ ایک ڈی جے کو پالنے کیلیے کسی لیڈر کو چندہ مانگناپڑ گیا۔چندے سے انقلاب,positive
" ""مر گئے مردود نہ ڈیزل نا امرود""نه سرمه سندور",negative
اک کھیل نے ہمارا مقدر بدل دیا وہ تو ہمیں پکار کر ایسا چھپا کہ زوبی ,negative
ابن ڈیزل ہواُکرے کوئی میرے درد کی دوا کرے کوئی ,positive
پی ٹی آئی کا استعفے واپس نہ لینے کا اعلان ,negative
: ایک پنجرے میں چھ طوطے ایک طوطی کو چھیڑ رھے تھے ۔ جبکہ دوسرے پنجرے ,positive
باجوڑ ایجنسی میں پولیو ٹیم پر حملہ، دو لیوی اہلکار زخمی ,negative
سہیل بخاری کا کہنا تھا کہ تعزیتی ریفرنس میں یاسین ملک کے قریبی دوستوں کی شرکت نہ کرنے پر انہیں بہت افسوس ہے ,negative
®[انقلاب/دھرنا/ڈیل]ماڈل ٹاﺅن میں جاں بحق ہونے والوں کوخون بہادینے کے علاوہ قادری کوعلیحدہ سے ستر کروڑدینے کابھی یقین دلایاگیا-رپورٹ,negative
ایک شرابی کے ہاں ہر وقت شراب کا دَور رہتا تھا۔ایک مرتبہ اس کے دوست احباب جمع تھے شراب تیار تھی اس نے اپنے غلام۔۔۔ ,negative
اگر خیبر پختونخوا میں کوئی کام ھوا ھوتا تو پھر عمران کے دھرنوں کا جواز بن سکتا تھا ,negative
انشا ءاللہ بابے دا ڈیرہ سے تا ریخی قافلہ گجرات جلسہ میں شر کت کر ے گا -ملک چاند محبوب ,positive
" ا عمران خان کو ان دنوں شیدے کو دور بھگا دینا چاہیے جب ,اسکے بیٹے پاکستان میں ہوں ، یہ چھڑے چھانٹ اخلاقی گراوٹ کا شکار ہوتے ہیں ۔",positive
فتح حق اورسچ کی ہوئی،الطاف حسین کورابطہ کمیٹی کی مبارکباد ۔,negative
ﺍﻧﻘﻼﺏ ﮐﺎ ﺍﯾﺠﻨﮉﺍ ﻧﮧ ﺑﺪﻻ ﮨﮯ ﻧﮧ ﺑﺪﻟﮯ ﮔﺎ، ﮐﯿﺌﺮﭨﯿﮑﺮ ﺣﮑﻮﻣﺖ ﺑﮭﯽ ﻗﻮﻣﯽ ﺣﮑﻮﻣﺖ ﺑﻦ ﺳﮑﺘﯽ ﮨﮯ ﻣﮕﺮ ﻣﮏ ﻣﮑﺎ ﻭﺍﻟﯽ ﺣﮑﻮﻣﺖ ﻧﮩﯿﮟ ﭼﺎھتے ۔طاہر القادری,positive
۔ تحریک انصاف ضمنی انتخابات میں حصہ نہیں لے گی،ترجمان شیریں مزاری۔ جی ہان مگر قبضہ مافیا اور لوٹوں کی حمایت ضرور کرے گی,positive
تمام مسلمانوں کو نیا اسلامی سال مبارک ہو۔,negative
جو بُرائی کو نہیں پہچانتا ، وہ زیادہ قریب ھے کہ اُس میں واقع ھو جائے ۔ سیدنا عمر فاروقؓ,positive
جو ھو سکے تو تنہائیوں میں پڑھ لینا تمہارے لئے دل کی کتاب لایا ھوں ۲/۲ ,negative
 اصلی صرف طالبان / لشکر جھنگوی ہیں اصلی اور خالص ,positive
وینا ملک کا بیٹا سوشل میڈیا پر مقبولیت میں شلپا شیٹھی کے بیٹے سے آگے : کراچی۔۔۔۔۔۔۔۔۔ وینا ملک کے بیٹے ابرام خان۔۔۔ ,positive
RT : حکومتوں سے الگ ہونے کا فیصلہ حتمی ہے ،رہنما ایم کیوایم فاروق ستار,positive
جس کو اللہ کے نبی ﷺ نے شہادت کی خوشخبری دیدی۔ ,negative
اسلام آباد: چیرمین تحریک انصاف عمران خان کا کہنا ہے کہ محرم الحرام آنے کے باوجود ہم اسلام آباد سے نہیں جائیں گے ۔۔۔ ,positive
ڈیزل خان نے تمبو میں اکیلا رہنے کی پیشن گوئی کر دی ، ناکام ڈیزل خان ,positive
ﺍِﮎ ﻧﺌﯽ ﻃﺮﺯ ﮐﺎ ﮐﺮﺩﺍﺭ ﺩﯾﺎ ﺟﺎﺋﮯ ﮔﺎﺍﺱ ﮐﮩﺎﻧﯽ ﻣﯿﮟ ﻣﺠﮭﮯ ﻣﺎﺭ ﺩﯾﺎ ﺟﺎﺋﮯ ﮔﺎ !!,positive
 جس قسم گندے الفاظ فضلو نے دھرنے کی خواتین کے بارے میں استعمال کئے اس پر تمام سیاسی اور مزھبی جماعتوں کو انکا بائکاٹ کرنا چاہئے ,negative
ﻋﺎﻟﻤﯽ ﺍﺳﺘﻌﻤﺎﺭ ﺍﻣﺮﯾﮑﺎ ﻭ ﺍﺳﺮﺍﺋﯿﻞ ﺍﻭﺭﺍُﻧﮑﮯ ﻧﻤﮏ ﺧﻮﺍﺭ ﺳﻌﻮﺩﯼ ﻋﺮﺏ ﮐﮯ ﺳﯿﻨﮯﻣﯿﮟ ﺧﻨﺠﺮ ﮐﯽ ﻣﺎﻧﻨﺪ ﻣﺎﮦ ﻣﺤﺮﻡ، ﺻﻔﺮﺍﻭﺭ ﺭﺑﯿﻊ ﺍﻻﻭﻝ۔۔۔ ,negative
حق پرست رکن سندھ اسمبلی سمیتا افضال کی علالت پر جناب کا اظہار تشویش ,negative
ایم کیوایم ڈسٹرکٹ ملتان کے صدر ذیشان دلاور قریشی کی والدہ محترمہ کے انتقال پر رابطہ کمیٹی کااظہار تعزیت via ,negative
اتنا کام پڑا ہے اور میں کھیل رہی ہوں اردو کی بورڈ سے ,negative
 محسن طلوع ماہ محرم کے ساتھ ہیہر دل مثال شہر خموشاں اداس ہے ,positive
 جنوبی پنجاب کا سارا پیسہ صرف لاہور پہ لگتاہے تب کوئی پٹواری نئیں کہتا کہ واقعی انہیں حق دو گجرات یونیورسٹی کا دکھ ہے ,negative
ایم کیوایم کے قائد الطاف حسین کی تصنیف ’’فلسفہ محبت ‘‘ کے انگریزی ترجمہ کی تقریب اجراء 24اکتوبر جمعہ کی شام میریٹ ہوٹل میں منعقد ہوگی,positive
 کھیل اور نماز الگ الگ ھیں اپ زرا پڑھا کریں ۔مینڈک اچھے نھیں ھوتے !!,positive
دبئی، پہلا ٹیسٹ: آسٹریلیا کے خلاف پاکستان کی دوسری وکٹ گرگئی:,positive
سردار بنے سے پہلے علم حاصل کرو، کہیں ایسا نہ ہو کہ سرداری کا غرور تمہیں طلبِ علم سے روک دے اور تم جاہل بن کر زندگی گذارو ۔ سیدنا عُمر فاروقؓ,negative
 اور دس نارمل فیصل عابدییے رحلت فرماویں تو ایک جعفر پیدا ہوتا ہے ۔,positive
ایم کیوایم کا آزاد کشمیر حکومت سے علیحدگی کا اعلان اسکے ساتھ ہی حکومت سے اندر باہر ہونے کا عالمی ریکارڈ بھی بنا ڈالا۔ سیاسی لطیفے ,negative
 مشرقِ وسطیٰ میں امریکا اپنی ہی پالیسیوں کے نتائج بھگت رہا ہے ۔,negative
 اوہ معذرت، بے دھیانی، کئی مہینوں بعد فون سننا پڑ گیا دماغ ہی بند ہوگیا، عادت نہیں فون پر بات کرنے کی :پ,negative
برطانوی فوج نے افغانستان میں آخری اڈاہ بھی خالی کردیا ,negative
ڈات کے کهڑا هے آب عمر انٹهیک کرے گا سب کپتان نیاء بنے گا پاکستان نیاء بنے گا پاکستان انشاء آللہ ,positive
کون ديکھے گا اب صليبوں پر صورتيں وہ پيمبروں جيسی ميری دنيا کے بادشاہوں کی عادتيں ہيں گداگروں جيسی,positive
یہ اُڑی اُڑی سی رنگت یہ کُھلے کُھلے سے گیسو تیری صبح کہ رہی ہے تیری رات کا فسانہ!,positive
جو چیز ﷲ نہ دے بندوں سے نہیں مانگنا چاہیے ۔۔ ,positive
 تو میں کب کہہ رہا ہوں ایساوہ تو صحیح اور غلط کی لڑائی تھی ,positive
 مار دیا جائے ک چھوڑ دیا جائے بول تیرے ساتھ کیا سلوک کیا جائے ,positive
شہباز شریف نے جھنگ کے سیلاب زدگان کو چیک دئے تھے ۔ وہ کل باونس ہو گئے ۔,negative
 سر جی وہ بھی بنتی یے مگر یہ چاٹی کی لسی سے بنوائی ہے کھٹی کھٹی,positive
پہلا ٹیسٹ: آسٹریلیا کیخلاف پاکستان کی بیٹنگ جاری ,positive
 ہاں یہی احساس پیدا کرنا ہے ,positive
حضرت مولانا محمود اشرف عثمانی صاحب مدظلہ حاجیوں کیلئے چند ھدایات ,positive
انصافی ٹائگر - عمران خان کے معذور افراد کے ساتھ گزرے سب سے قیمتی۔۔۔ ,positive
غم کے لاکھوں دکانداروں سے اک تبسم فروش بہتر ہے ,positive
مشرف کے دوست شیرافگن نے کہا تھا کہ فضل الرحمن کواس شرط پر اپوزیشن لیڈر بنایا گیا تھا کہ وہ مشرف کی پالیسیوں کی حمایت کریں گے ڈیزل کی اصلیت,positive
 میں ابھی باہیک پر مری روڈ راولپنڈی سے آیا ھوں ۔ میٹرو کے کام کی وجہ سے مری روڈ پر بہت زیادہ گرد و غبار ھے ٹریفک کا جام رہنا معمول ھے ,positive
بلدیاتی انتخابات میں التوا کا ذمہ دار الیکشن کمیشن ہے :عمران خان ,negative
میرے پاس جن ہیں جو امریکا ،یورپی پارلیمنٹ کے بل لے آتے ہیں ،قادری: لاہور۔۔۔۔۔۔۔حکومت اور عوام ۔۔۔ ,negative
پشاور: حزب اختلاف کی جانب سے محمد علی شاہ کا نام سامنے آیا۔,positive
 ٹی وی سے فوٹو کیوں کھینچ رہیں ۔ گوگل کرکے تصویر لگا دیں :),positive
مبارک ہو۔ ہمیں آپ پہ فخر ہے ۔الله آپکو مزید کامیابیاں عطا فرمائے ۔آمین,positive
حُقے کی انگلش کیا ہے ، ساتھ یہ بھی بتائیے کہ گٹکے کو انگلش میں کیا کہتے ہیں ۔ ,positive
 خدانخواسته عمران خان تیرے گھر گھس گیا تو کیا هو گا اس کی تصویر بھی لگا دو,negative
 بھائ نہ جھک مارو نہ حق بس تمیز سے زندگی گزارو,negative
ھائے کیا چیز ھے محبت بھی ۔۔۔۔۔۔۔۔,positive
ایرانی دہشتگرد امین شہیدی نے 30 اگست کو اسلام آباد میں مولانا فضل الرحمن سے انتقام کا اعلان کیا تھاوہی ہوا۔۔ بس الله نے مولانا کو بچا لیا,positive
حدیثا الله کاذکر ایمان کاجھنڈا شیطان سے حفاظت کا قلعه اور بھڑکتی آگ (نارجهنم) سے نجات کاذریعه ھے )گلدستهء فقر صفحه118(,positive
ایکس نیوز۰ محرم الحرام،ایکس نیوز کی جانب سے تمام مسلمانوں ,positive
 اردو ٹرینڈ زیادہ بہتر رہے گا کپتان ڈیزل,positive
بنوں میں مکانات کے کرائے بڑھ گئے ،متاثرین بکاخیل کیمپ جانے پر مجبور ,positive
ﻭﺍﮦ ﮐﯿﺎ ﺑﺎﺕ ﮨﮯ ,negative
شیخ جیسا بے شرم جسے میں اپنا چپڑاسی بھی نہ رکھو۔سچ ہی تو کہا ہے چپڑاسی نہیں رکھے گا پارٹنر بنائے گا۔ ,positive
حلقہ خواتین کے تحت ملک بھر میں اجتماع عام کے سلسلے میں بریفنگ اور ملاقاتوں کا سلسلہ جاری ,negative
 میں چاھتا بھی یھی تھا تو بے وفا نکلے ۔تجھے سمجھنے کا کوئی تو سلسلا نکلے !!,positive
عمران بھائی اپ کے لطیفوں پر تو اب لوگ کا فی زور کا ہنستے ہیں ۔ آپ اپنے شوز کا ٹکٹ لگا لیں پیسے مل جائیں گے اور مانگنے کی شرمندگی بھی نہ ہو گی,negative
تین چیزیں محبت بڑھانے کا ذریعه ھیں )1( سلام کرنا )2( دوسروں کے لیے مجلس میں جگه خالی کرنا )3( مخاطب کو بھترین نام سے پکارنا )حضرت عمر (,positive
وقت کا تقاضا ہے کہ وسائل کی منصفانہ تقسیم کے لیے انتظامی بنیادوں پر صوبے بنائے جائیں ۔ انھیں مالی وسیاسی اختیارات دئے جائیں ۔ وفاق مشترکہ وحدت بنے ۔,positive
لاہور: اگلے جلسے سے پہلے واپس آجائیں گے ۔ ,positive
جناب اسپیکر آج سے نون لیگ کو منافق لیگ کا نام دیا جائے کیونکہ نون لیگ نے سچ تو کبھی بولنا نہیں ,positive
مک جائے نام تیرا سیاست کے فسانے سے تیرا رونا ہی بنتا ہے زمانے میں - ,negative
بھنگ کا نشہ ہے کہ اترتا ہی نہیں ہے ۔۔۔۔۔۔۔۔۔ ,negative
کشکول توڑنے کا دعویٰ پاکستان کو قرضوں میں ڈبو گیا۔غیر ملکی قرضے 65 ارب ڈالر سے تجاوز۔ ہر پاکستانی 80،000 سے زائد روپے کا مقروض۔ قرضے 1600 کھرب تک پہنچ گئے ,negative
ایسا آسان حدف۔ بچوں والا میچ ہو گیا یہ تو۔ ہا ہا ہا ہا ہا,negative
ﺍﺳﺘﯿﻌﻔﯽٰ ﻣﺎﻧﮕﻨﮯ ﻭﺍﻟﮯ ﭼﻨﺪﮦ ﻣﺎﻧﮕﻨﮯ ﭘﺮ ﺁﮔﺌﮯ۔۔۔,positive
مریم نواز کی بحیثیت چیئرپرسن یوتھ لون اسکیم تقرری پر وفاقی حکومت سے جواب طلب: ہائی کورٹ نے … ,negative
 لے دس میں سائیکو ہوتی تو اج خان کی طرح چندہ گن رہی ہوتی ,negative
انقلاب کی لغت میں مایوسی اور بے یقینی نہیں ہوتی۔ ڈاکٹر طاہر القادری انقلاب آنے کو ہے ,negative
رَبَّنَا وَتَقَبَّلْ دُعَاءاے میرے رب اور تو میری دُعا قبول فرما آمین یا رب العالمین,positive
متروک مسترد کاسہ لیسوں کی کسی بھی مارچ کی حمایت کرنا تاریخی جرم ہوگا متروک-مسترد-کاسہ-لیسوں -کی-کسی-بھی-مارچ-ک/,positive
پی آئی اے کو ایندھن کی ترسیل بحال رکھنا مشکل ہوگیا، پی ایس او: کراچی۔۔۔۔۔۔۔۔۔۔پی ایس او نے پا۔۔۔ ,positive
لاہور: بڑا ہسپتال نہیں سیالکوٹ اور ہارون آباد میں چھوٹے یونٹس بنا رہی ہوں ۔ میرا ,negative
ان ہتھیاروں پر پابندی لگائی جائے :Pدوستوں کے ساتھ ضرور شئیر کریں ۔ شکریہ۔۔۔ ,positive
 عمران خاں زنا اور اپنے ناجائز بچوں کو پرائیویٹ معامله کھتا ھے کیا ایسے شخص کے پیچھے قوم کو چلنا چاھیے ,positive
لوٹ آنے کی امیدیں ٹوٹ پائی هی نهیں بند هو پائے نهیں هیں اب بهی در، کهنا اسے (ملک عدنان احمد),negative
غذائی قلت کا شکار مزید دو بچے سول اسپتال مٹھی میں دم توڑ گئے : تھر پارکر۔۔۔۔۔۔۔۔تھر پارکر میں غذائی قلت کا شکار م۔۔۔ ,negative
سٹی ٹریفک پولیس نے رواں ماہ کے دوران مجموعی طورپردوسوبارہ مقدمات درج کرائے ,negative
ﻣﺎﺩﺭ ﺟﻤﮩﻮﺭﯾﺖ ﺑﯿﮕﻢ ﻧﺼﺮﺕ ﺑﮭﭩﻮ ۔ﮧﺒﺣﺎﺍﯾﺮﺍﻥ ﮐﯽ ﺑﯿﭩﯽ ﻧﺼﺮﺕ ﺑﮭﭩﻮ ﭘﺎﮐﺴﺘﺎﻥ ﮐﯽ ۔۔۔ ۔ﯽﻨﺑ ﮞﺎﻣﺍﻧﮩﻮﮞ ﻧﮯ ﺳﻘﻮﻁ ﮈﻫﺎﮎ ﮐﮯ ﺑﻌﺪ ﺑﮑﻬﺮﮮ۔۔۔ ,negative
مولانا فضل الرحمن سے ملاقات کیلئے گورنر پنجاب، وفاقی وزراء، مشیروں اور مذہبی رہنماؤں کا تانتا بندھارہا ,positive
انشا جی اٹھو اب کوچ کرو اس شہر میں جی کا لگانا کیا ہاہاہا اور یہ کہ کر قادری صاحب شہر اقتدار پر بہت بڑا احسان کر گے ,positive
 لوگوں سے دھرنے کے لیے چندہ مانگنے والا اپنا 300 کنال کا بنی گالہ کا گھر کیوں نہیں پیج کر دھرنے خرچے پورے کرتا؟,positive
اردو لغت میے نیا لفظ ,positive
دبئی: چوتھے دن کا کھیل ختم، آسٹریلیا کے 59 رنز، 4 کھلاڑی آئوٹ ,positive
شامی صاحب تو ایڈیٹر اور تجزیہ نگار ہیں میں رپورٹر ہوں جو اینٹ اٹھاتا ہوں بڑے بڑے کرپشن سکینڈل نکلتے تو میں جذباتی کیوں نہ ہوں :رؤف کلاسرا,positive
قادری ﮐﺎ ﮐﻨﭩﯿﻨﺮ ﻇﮩﯿﺮ ﺍﻻﺍﺳﻼﻡ ﮐﻮ ﺍﻧﮑﯽ ﺭﯾﭩﺎﺋﺮﻣﻨﭧ ﮐﮯ ﭘﺮﻣﺴﺮﺕ ﻣﻮﻗﻊ ﭘﺮ ﺑﻄﻮﺭ ﺳﻮﯾﺌﻨﯿﺮ ﭘﯿﺶ ﮐﯿﺎ ﺟﺎﻧﺎ ﭼﺎﮬﯿﮯ,negative
"اسلام آباد: مولانا فضل الرحمان پر حملے کے خلاف کل ملک بھر میں یوم مذمت منایا جائے گا، علامہ محمد احمد لدھیانوی""",positive
حنیف محمد کے پوتے شہزر محمد نے پاکستان کرکٹ میں پی آئی اے کی طرف سے سنچری بنا کر ریکارڈ بک میں اپنا نام منفرد تعارف کے طو پر درج کرا دیا,negative
اس ملک کو بدنام کرنے میی لفافہ صحافت نے باقی کسر پوری کردی,positive
ایدھی سنٹر ڈکیتی: مرکزی ملزم سابقہ ملازم،2 گرفتار: کراچی ۔۔۔۔۔ شہر قائد میں ایدھی ٹرسٹ کے ہیڈ آفس میں ڈکیتی کرنے … ,negative
جس عہد میں لٹ جائے ایدھی کا چندہاس دور کا حاکم ہے کوئ گنجا ,negative
کراچی۔۔۔۔۔۔۔ سندھ ہائیکورٹ نے بحریہ ٹاؤن کلفٹن فلائی اوور کے خلاف حکم امتناع ختم کرتے ہوئے بحریہ ٹاؤن کو تعم۔۔۔ ,negative
تمام اہل اسلام کو نیا اسلامی سال مبارک ہو ۔الله پاک یہ سال ہمارے لیئے رحمتوں اور برکتوں کا باعث بنائے ہمارے حال۔۔۔ ,positive
بہت سے داغی آئے اور گئے لیکن کپتان اب بھی قوم کے ساتھ اسی جذبے سے کھڑاھے ,positive
ریالٹی تو یہ ہے ہمارے دونوں انقلابی گو نواز گو اور جلسوں کو اپنی کامیابی قرار دے رہے ہیں ۔یہ دونوں کام تو ان دھرنوں کے بغیر بھی ہو سکتے تھے ,positive
پاکستان کی ٹیم میں ،احمد شہزاد، محمد حفیظ، اظہر علی، یونس خان، مصباح الحق،اسد شفیق، سرفراز احمد، ذوالفقار بابر، عمران خان، یاسر شاہ، اور راحت علی شامل،,positive
